case Id,activity,timestamp
76_48,Appraise property,63701387587
76_48,Added Activity,63701387788
76_48,Appraise property,63701389426
76_48,Added Activity,63701391849
76_48,Check credit history,63701392024
76_48,Check credit history,63701393204
76_48,Assess loan risk,63701393862
76_48,Appraise property,63701394383
76_48,Assess loan risk,63701394576
76_48,Assess loan risk,63701394693
76_48,Check credit history,63701396456
76_48,Assess loan risk,63701396720
76_48,Added Activity,63701396720
76_48,Appraise property,63701397082
76_48,Assess loan risk,63701397146
76_48,Assess eligibility,63701397712
76_48,Assess loan risk,63701402980
76_48,Prepare acceptance pack,63701403330
76_48,Check if home insurance quote is requested,63701404529
76_48,Send home insurance quote,63701404566
76_48,Verify repayment agreement,63701404712
76_48,Cancel application,63701467659
76_48,Loan application canceled,63701467659
124_49,Loan application received,63704509200
124_49,Check application form completeness,63704509445
124_49,Check credit history,63704509551
124_49,Added Activity,63704510114
124_49,Assess loan risk,63704514152
124_49,Appraise property,63704515794
124_49,Assess loan risk,63704515954
124_49,Assess eligibility,63704576033
124_49,Reject application,63704576736
124_49,Loan application rejected,63704576736
240_50,Loan application received,63712378800
240_50,Check application form completeness,63712438732
240_50,Check credit history,63712441599
240_50,Added Activity,63712447591
240_50,Assess loan risk,63712448823
240_50,Appraise property,63712449015
240_50,Assess eligibility,63712449385
240_50,Reject application,63712451334
240_50,Loan application rejected,63712451334
240_50,Assess loan risk,63712456816
146_51,Loan application received,63706132800
146_51,Check application form completeness,63706133542
146_51,Return application back to applicant,63706137667
146_51,Receive updated application,63706139605
146_51,Check application form completeness,63706141090
146_51,Check credit history,63706142263
146_51,Assess loan risk,63706143352
146_51,Added Activity,63706145082
146_51,Appraise property,63706147055
146_51,Assess loan risk,63706147885
146_51,Assess eligibility,63706152164
146_51,Reject application,63706153597
146_51,Loan application rejected,63706153597
125_52,Loan application received,63704583000
125_52,Check application form completeness,63704583140
125_52,Added Activity,63704583203
125_52,Check credit history,63704583731
125_52,Assess loan risk,63704584749
125_52,Appraise property,63704585562
125_52,Added Activity,63704586636
125_52,Assess loan risk,63704586881
125_52,Check credit history,63704588786
125_52,Assess loan risk,63704588849
125_52,Assess loan risk,63704589312
125_52,Appraise property,63704595865
125_52,Added Activity,63704596118
125_52,Appraise property,63704597942
125_52,Added Activity,63704597984
125_52,Assess loan risk,63704598110
125_52,Check credit history,63704598714
125_52,Assess loan risk,63704598827
125_52,Check credit history,63704600236
125_52,Assess loan risk,63704601615
125_52,Appraise property,63704602164
125_52,Assess eligibility,63704602787
125_52,Reject application,63704833392
125_52,Loan application rejected,63704833392
125_52,Assess loan risk,63704834342
75_53,Loan application received,63701296200
75_53,Check application form completeness,63701301725
75_53,Check credit history,63701303439
75_53,Added Activity,63701303793
75_53,Assess loan risk,63701303981
75_53,Appraise property,63701304216
75_53,Assess loan risk,63701304244
75_53,Added Activity,63701304750
75_53,Check credit history,63701305198
75_53,Assess loan risk,63701305437
75_53,Appraise property,63701305956
75_53,Assess eligibility,63701306695
75_53,Assess loan risk,63701309009
75_53,Reject application,63701309655
75_53,Loan application rejected,63701309655
81_54,Loan application received,63701566200
81_54,Check application form completeness,63701566689
81_54,Added Activity,63701567632
81_54,Assess loan risk,63701568147
81_54,Check credit history,63701572110
81_54,Appraise property,63701572647
81_54,Added Activity,63701573478
81_54,Check credit history,63701573496
81_54,Assess loan risk,63701573644
81_54,Assess loan risk,63701574319
81_54,Appraise property,63701575023
81_54,Assess eligibility,63701575282
81_54,Assess loan risk,63701575608
81_54,Prepare acceptance pack,63701812857
81_54,Check if home insurance quote is requested,63701813783
81_54,Send acceptance pack,63701815655
81_54,Verify repayment agreement,63701816071
81_54,Cancel application,63701817534
81_54,Loan application canceled,63701817534
239_55,Loan application received,63712362600
239_55,Check application form completeness,63712362688
239_55,Added Activity,63712363208
239_55,Assess loan risk,63712363555
239_55,Appraise property,63712364118
239_55,Check credit history,63712365141
239_55,Assess loan risk,63712365441
239_55,Assess eligibility,63712366103
239_55,Reject application,63712366630
239_55,Loan application rejected,63712366630
83_56,Loan application received,63701829000
83_56,Check application form completeness,63701829727
83_56,Added Activity,63701830525
83_56,Assess loan risk,63701831671
83_56,Check credit history,63701831754
83_56,Assess loan risk,63701833251
83_56,Appraise property,63701836029
83_56,Assess eligibility,63701837536
83_56,Prepare acceptance pack,63701837706
83_56,Check if home insurance quote is requested,63701837885
83_56,Send acceptance pack,63701896721
83_56,Verify repayment agreement,63701896800
83_56,Cancel application,63701896852
83_56,Loan application canceled,63701896852
41_57,Loan application received,63698959800
41_57,Check application form completeness,63698961634
41_57,Check credit history,63698962319
41_57,Assess loan risk,63698964680
41_57,Added Activity,63698964824
41_57,Assess loan risk,63698965512
41_57,Appraise property,63698966159
41_57,Assess eligibility,63698967271
41_57,Prepare acceptance pack,63698968800
41_57,Check if home insurance quote is requested,63698968839
41_57,Send home insurance quote,63698972407
41_57,Verify repayment agreement,63698974402
41_57,Cancel application,63698976108
41_57,Loan application canceled,63698976108
233_58,Loan application received,63712092600
233_58,Check application form completeness,63712092870
233_58,Return application back to applicant,63712093029
233_58,Receive updated application,63712093714
233_58,Check application form completeness,63712098626
233_58,Added Activity,63712099229
233_58,Check credit history,63712099779
233_58,Assess loan risk,63712100100
233_58,Assess loan risk,63712100601
233_58,Appraise property,63712100693
233_58,Assess eligibility,63712101224
233_58,Reject application,63712101308
233_58,Loan application rejected,63712101308
47_59,Loan application received,63699402600
47_59,Check application form completeness,63699403678
47_59,Added Activity,63699405528
47_59,Check credit history,63699405947
47_59,Assess loan risk,63699410029
47_59,Assess loan risk,63699410208
47_59,Appraise property,63699410794
47_59,Assess eligibility,63699413386
47_59,Prepare acceptance pack,63699413767
47_59,Check if home insurance quote is requested,63699478401
47_59,Send home insurance quote,63699479715
47_59,Verify repayment agreement,63699480472
47_59,Approve application,63699480655
47_59,Loan application approved,63699480655
161_60,Loan application received,63707009400
161_60,Check application form completeness,63707010397
161_60,Added Activity,63707010712
161_60,Check credit history,63707011920
161_60,Assess loan risk,63707011936
161_60,Assess loan risk,63707012136
161_60,Appraise property,63707015026
161_60,Assess eligibility,63707016502
161_60,Reject application,63707016889
161_60,Loan application rejected,63707016889
49_61,Loan application received,63699492600
49_61,Check application form completeness,63699492637
49_61,Check credit history,63699492716
49_61,Assess loan risk,63699493407
49_61,Added Activity,63699493797
49_61,Appraise property,63699493962
49_61,Added Activity,63699495023
49_61,Assess loan risk,63699495566
49_61,Assess loan risk,63699495946
49_61,Appraise property,63699496389
49_61,Check credit history,63699496809
49_61,Added Activity,63699496942
49_61,Assess loan risk,63699496999
49_61,Assess loan risk,63699497898
49_61,Check credit history,63699497899
49_61,Appraise property,63699498143
49_61,Assess eligibility,63699499220
49_61,Assess loan risk,63699499530
49_61,Reject application,63699500200
49_61,Loan application rejected,63699500200
235_62,Loan application received,63712182600
235_62,Check application form completeness,63712182801
235_62,Added Activity,63712183360
235_62,Check credit history,63712183867
235_62,Assess loan risk,63712184010
235_62,Assess loan risk,63712185520
235_62,Appraise property,63712188205
235_62,Assess eligibility,63712188647
235_62,Reject application,63712188855
235_62,Loan application rejected,63712188855
237_63,Loan application received,63712272600
237_63,Check application form completeness,63712272996
237_63,Check credit history,63712276034
237_63,Assess loan risk,63712276710
237_63,Added Activity,63712277960
237_63,Appraise property,63712279088
237_63,Assess eligibility,63712280052
237_63,Reject application,63712281537
237_63,Loan application rejected,63712281537
237_63,Assess loan risk,63712285142
150_64,Loan application received,63706312800
150_64,Check application form completeness,63706313277
150_64,Check credit history,63706317416
150_64,Assess loan risk,63706317532
150_64,Added Activity,63706319024
150_64,Assess loan risk,63706319128
150_64,Appraise property,63706319976
150_64,Assess eligibility,63706320143
150_64,Reject application,63706320430
150_64,Loan application rejected,63706320430
171_65,Loan application received,63707862600
171_65,Check application form completeness,63707869301
171_65,Check credit history,63707870753
171_65,Added Activity,63707871028
171_65,Assess loan risk,63707871329
171_65,Assess loan risk,63707872891
171_65,Appraise property,63707874220
171_65,Assess eligibility,63707875261
171_65,Reject application,63707878971
171_65,Loan application rejected,63707878971
192_66,Loan application received,63709182000
192_66,Check application form completeness,63709239737
192_66,Check credit history,63709241486
192_66,Assess loan risk,63709243464
192_66,Added Activity,63709244162
192_66,Assess loan risk,63709244346
192_66,Appraise property,63709244530
192_66,Assess eligibility,63709245720
192_66,Prepare acceptance pack,63709246548
192_66,Check if home insurance quote is requested,63709248704
192_66,Send acceptance pack,63709252444
192_66,Verify repayment agreement,63709255147
192_66,Cancel application,63709255220
192_66,Loan application canceled,63709255220
152_67,Loan application received,63706402800
152_67,Check application form completeness,63706404276
152_67,Check credit history,63706404481
152_67,Added Activity,63706405236
152_67,Assess loan risk,63706405557
152_67,Appraise property,63706406953
152_67,Added Activity,63706407117
152_67,Check credit history,63706410430
152_67,Assess loan risk,63706410922
152_67,Assess loan risk,63706411577
152_67,Appraise property,63706412456
152_67,Added Activity,63706412489
152_67,Appraise property,63706413513
152_67,Check credit history,63706413848
152_67,Added Activity,63706414202
152_67,Assess loan risk,63706414205
152_67,Check credit history,63706414462
152_67,Assess loan risk,63706414830
152_67,Appraise property,63706415137
152_67,Assess loan risk,63706415385
152_67,Assess loan risk,63706415511
152_67,Assess loan risk,63706415547
152_67,Assess eligibility,63706649906
152_67,Prepare acceptance pack,63706652459
152_67,Check if home insurance quote is requested,63706655569
152_67,Send home insurance quote,63706658990
152_67,Verify repayment agreement,63706661605
152_67,Cancel application,63706662002
152_67,Loan application canceled,63706662002
173_68,Loan application received,63707952600
173_68,Check application form completeness,63707954629
173_68,Check credit history,63707955347
173_68,Assess loan risk,63707956726
173_68,Added Activity,63707957753
173_68,Assess loan risk,63707959477
173_68,Appraise property,63707959777
173_68,Assess eligibility,63707960955
173_68,Reject application,63707961099
173_68,Loan application rejected,63707961099
190_69,Loan application received,63709092000
190_69,Check application form completeness,63709093036
190_69,Check credit history,63709093161
190_69,Added Activity,63709093564
190_69,Assess loan risk,63709093811
190_69,Appraise property,63709094911
190_69,Added Activity,63709095061
190_69,Assess loan risk,63709095225
190_69,Assess loan risk,63709153798
190_69,Check credit history,63709154255
190_69,Appraise property,63709154485
190_69,Assess loan risk,63709154991
190_69,Assess eligibility,63709156282
190_69,Prepare acceptance pack,63709161086
190_69,Check if home insurance quote is requested,63709162439
190_69,Send home insurance quote,63709163936
190_69,Verify repayment agreement,63709167135
190_69,Cancel application,63709173735
190_69,Loan application canceled,63709173735
194_70,Loan application received,63709329600
194_70,Check application form completeness,63709331109
194_70,Added Activity,63709331501
194_70,Assess loan risk,63709332705
194_70,Check credit history,63709333392
194_70,Appraise property,63709334123
194_70,Added Activity,63709334683
194_70,Assess loan risk,63709335231
194_70,Assess loan risk,63709335658
194_70,Check credit history,63709336372
194_70,Assess loan risk,63709337078
194_70,Appraise property,63709340756
194_70,Check credit history,63709340950
194_70,Assess loan risk,63709341444
194_70,Added Activity,63709341877
194_70,Assess loan risk,63709342937
194_70,Appraise property,63709349791
194_70,Added Activity,63709350278
194_70,Appraise property,63709350859
194_70,Check credit history,63709351686
194_70,Assess loan risk,63709352181
194_70,Assess eligibility,63709352256
194_70,Assess loan risk,63709353391
194_70,Prepare acceptance pack,63709412809
194_70,Check if home insurance quote is requested,63709413440
194_70,Send home insurance quote,63709415466
194_70,Verify repayment agreement,63709416340
194_70,Approve application,63709419298
194_70,Loan application approved,63709419298
158_71,Loan application received,63706845600
158_71,Check application form completeness,63706847172
158_71,Check credit history,63706906896
158_71,Added Activity,63706909338
158_71,Assess loan risk,63706909732
158_71,Appraise property,63706911269
158_71,Assess loan risk,63706911766
158_71,Assess eligibility,63706914333
158_71,Prepare acceptance pack,63706924207
158_71,Check if home insurance quote is requested,63706924733
158_71,Send home insurance quote,63706924916
158_71,Verify repayment agreement,63706926761
158_71,Cancel application,63706929481
158_71,Loan application canceled,63706929481
179_72,Loan application received,63708222600
179_72,Check application form completeness,63708225148
179_72,Added Activity,63708225430
179_72,Check credit history,63708225553
179_72,Assess loan risk,63708225633
179_72,Appraise property,63708226229
179_72,Added Activity,63708227571
179_72,Assess loan risk,63708227679
179_72,Appraise property,63708228578
179_72,Check credit history,63708228654
179_72,Assess loan risk,63708229106
179_72,Assess loan risk,63708229126
179_72,Check credit history,63708231515
179_72,Assess loan risk,63708462358
179_72,Added Activity,63708467345
179_72,Assess loan risk,63708468040
179_72,Appraise property,63708468757
179_72,Assess eligibility,63708473089
179_72,Reject application,63708473844
179_72,Loan application rejected,63708473844
137_73,Loan application received,63705526200
137_73,Check application form completeness,63705528259
137_73,Added Activity,63705528693
137_73,Assess loan risk,63705528931
137_73,Check credit history,63705528969
137_73,Appraise property,63705529527
137_73,Added Activity,63705529936
137_73,Assess loan risk,63705530578
137_73,Check credit history,63705530778
137_73,Assess loan risk,63705530806
137_73,Appraise property,63705531678
137_73,Assess loan risk,63705531864
137_73,Assess eligibility,63705535701
137_73,Reject application,63705537929
137_73,Loan application rejected,63705537929
156_74,Loan application received,63706755600
156_74,Check application form completeness,63706758474
156_74,Added Activity,63706758822
156_74,Assess loan risk,63706759182
156_74,Appraise property,63706759517
156_74,Assess eligibility,63706760098
156_74,Check credit history,63706762192
156_74,Assess loan risk,63706762349
156_74,Reject application,63706823054
156_74,Loan application rejected,63706823054
177_75,Loan application received,63708132600
177_75,Check application form completeness,63708137570
177_75,Added Activity,63708138435
177_75,Check credit history,63708138803
177_75,Assess loan risk,63708138979
177_75,Appraise property,63708140696
177_75,Assess eligibility,63708141671
177_75,Assess loan risk,63708141733
177_75,Reject application,63708142915
177_75,Loan application rejected,63708142915
198_76,Loan application received,63709682400
198_76,Check application form completeness,63709682426
198_76,Added Activity,63709683767
198_76,Check credit history,63709685047
198_76,Assess loan risk,63709686233
198_76,Appraise property,63709686374
198_76,Assess loan risk,63709687528
198_76,Assess eligibility,63709688312
198_76,Reject application,63709691120
198_76,Loan application rejected,63709691120
112_77,Loan application received,63703738800
112_77,Check application form completeness,63703797278
112_77,Added Activity,63703798546
112_77,Assess loan risk,63703799081
112_77,Appraise property,63703799430
112_77,Check credit history,63703800439
112_77,Check credit history,63703800786
112_77,Assess loan risk,63703801389
112_77,Assess loan risk,63703802514
112_77,Added Activity,63703802707
112_77,Appraise property,63703803035
112_77,Assess eligibility,63703803955
112_77,Reject application,63703804497
112_77,Loan application rejected,63703804497
112_77,Assess loan risk,63703808851
116_78,Loan application received,63703976400
116_78,Check application form completeness,63703981854
116_78,Added Activity,63703982538
116_78,Check credit history,63703983540
116_78,Assess loan risk,63703984949
116_78,Assess loan risk,63703985034
116_78,Appraise property,63703986592
116_78,Assess eligibility,63703986772
116_78,Reject application,63703988668
116_78,Loan application rejected,63703988668
133_79,Loan application received,63705115800
133_79,Check application form completeness,63705118680
133_79,Check credit history,63705119111
133_79,Added Activity,63705120008
133_79,Assess loan risk,63705178804
133_79,Assess loan risk,63705179056
133_79,Appraise property,63705180098
133_79,Assess eligibility,63705181750
133_79,Prepare acceptance pack,63705182606
133_79,Check if home insurance quote is requested,63705183416
133_79,Send home insurance quote,63705185092
133_79,Verify repayment agreement,63705186851
133_79,Approve application,63705187450
133_79,Loan application approved,63705187450
154_80,Loan application received,63706665600
154_80,Check application form completeness,63706666220
154_80,Check credit history,63706666647
154_80,Assess loan risk,63706667608
154_80,Added Activity,63706668986
154_80,Appraise property,63706669287
154_80,Check credit history,63706669682
154_80,Assess loan risk,63706670771
154_80,Assess loan risk,63706671506
154_80,Added Activity,63706673231
154_80,Assess loan risk,63706673832
154_80,Appraise property,63706674885
154_80,Added Activity,63706734407
154_80,Appraise property,63706735359
154_80,Check credit history,63706736661
154_80,Assess eligibility,63706736708
154_80,Assess loan risk,63706737351
154_80,Prepare acceptance pack,63706737818
154_80,Check if home insurance quote is requested,63706738512
154_80,Send acceptance pack,63706739531
154_80,Assess loan risk,63706740647
154_80,Verify repayment agreement,63706742070
154_80,Approve application,63706745808
154_80,Loan application approved,63706745808
175_81,Loan application received,63708042600
175_81,Check application form completeness,63708043191
175_81,Added Activity,63708043637
175_81,Check credit history,63708046984
175_81,Assess loan risk,63708049233
175_81,Assess loan risk,63708050045
175_81,Appraise property,63708050174
175_81,Check credit history,63708050485
175_81,Assess loan risk,63708052734
175_81,Added Activity,63708054013
175_81,Appraise property,63708055528
175_81,Added Activity,63708055726
175_81,Assess loan risk,63708055735
175_81,Check credit history,63708057090
175_81,Assess loan risk,63708058010
175_81,Assess loan risk,63708116951
175_81,Appraise property,63708117876
175_81,Added Activity,63708118907
175_81,Appraise property,63708119483
175_81,Assess loan risk,63708119750
175_81,Assess eligibility,63708120165
175_81,Check credit history,63708120624
175_81,Assess loan risk,63708123729
175_81,Reject application,63708124535
175_81,Loan application rejected,63708124535
196_82,Loan application received,63709419600
196_82,Check application form completeness,63709423040
196_82,Added Activity,63709424531
196_82,Assess loan risk,63709425069
196_82,Appraise property,63709429802
196_82,Assess eligibility,63709429862
196_82,Check credit history,63709431052
196_82,Assess loan risk,63709431368
196_82,Prepare acceptance pack,63709431508
196_82,Check if home insurance quote is requested,63709431734
196_82,Send acceptance pack,63709433182
196_82,Verify repayment agreement,63709433421
196_82,Cancel application,63709437106
196_82,Loan application canceled,63709437106
131_83,Loan application received,63705025800
131_83,Check application form completeness,63705028570
131_83,Check credit history,63705028722
131_83,Assess loan risk,63705028945
131_83,Added Activity,63705030255
131_83,Appraise property,63705030475
131_83,Check credit history,63705031128
131_83,Added Activity,63705031319
131_83,Assess loan risk,63705031529
131_83,Assess loan risk,63705032457
131_83,Appraise property,63705032639
131_83,Check credit history,63705032958
131_83,Assess loan risk,63705034294
131_83,Assess loan risk,63705034662
131_83,Added Activity,63705093722
131_83,Assess loan risk,63705093937
131_83,Appraise property,63705094517
131_83,Added Activity,63705096274
131_83,Check credit history,63705096298
131_83,Assess loan risk,63705096672
131_83,Appraise property,63705096777
131_83,Assess loan risk,63705097208
131_83,Assess eligibility,63705100532
131_83,Reject application,63705101392
131_83,Loan application rejected,63705101392
139_84,Loan application received,63705616200
139_84,Check application form completeness,63705616468
139_84,Added Activity,63705616486
139_84,Assess loan risk,63705616487
139_84,Check credit history,63705618068
139_84,Appraise property,63705619316
139_84,Added Activity,63705622789
139_84,Assess loan risk,63705622847
139_84,Appraise property,63705624694
139_84,Assess loan risk,63705624946
139_84,Check credit history,63705626401
139_84,Assess eligibility,63705627044
139_84,Assess loan risk,63705630067
139_84,Reject application,63705630201
139_84,Loan application rejected,63705630201
68_85,Loan application received,63700779600
68_85,Check application form completeness,63700779717
68_85,Added Activity,63700780041
68_85,Check credit history,63700780529
68_85,Assess loan risk,63700780751
68_85,Appraise property,63700781219
68_85,Check credit history,63700781241
68_85,Assess loan risk,63700783066
68_85,Assess loan risk,63700784082
68_85,Added Activity,63700785967
68_85,Assess loan risk,63700786045
68_85,Appraise property,63700788696
68_85,Check credit history,63700788969
68_85,Assess loan risk,63700792723
68_85,Added Activity,63700794733
68_85,Appraise property,63700798616
68_85,Assess loan risk,63700798663
68_85,Assess eligibility,63700798700
68_85,Reject application,63700859473
68_85,Loan application rejected,63700859473
110_86,Loan application received,63703648800
110_86,Check application form completeness,63703650232
110_86,Added Activity,63703650568
110_86,Assess loan risk,63703651036
110_86,Check credit history,63703651590
110_86,Appraise property,63703651914
110_86,Added Activity,63703651938
110_86,Check credit history,63703710399
110_86,Assess loan risk,63703711234
110_86,Appraise property,63703711289
110_86,Assess loan risk,63703711686
110_86,Check credit history,63703711709
110_86,Assess loan risk,63703712401
110_86,Assess loan risk,63703712808
110_86,Added Activity,63703717023
110_86,Appraise property,63703718409
110_86,Assess eligibility,63703720958
110_86,Assess loan risk,63703720975
110_86,Reject application,63703721319
110_86,Loan application rejected,63703721319
118_87,Loan application received,63704239200
118_87,Check application form completeness,63704239680
118_87,Return application back to applicant,63704250242
118_87,Receive updated application,63704253964
118_87,Check application form completeness,63704254185
118_87,Check credit history,63704255102
118_87,Assess loan risk,63704255534
118_87,Added Activity,63704255611
118_87,Appraise property,63704320138
118_87,Assess loan risk,63704321474
118_87,Check credit history,63704322313
118_87,Assess loan risk,63704324466
118_87,Added Activity,63704325505
118_87,Assess loan risk,63704326441
118_87,Appraise property,63704328939
118_87,Assess eligibility,63704329372
118_87,Reject application,63704330281
118_87,Loan application rejected,63704330281
89_88,Loan application received,63702156600
89_88,Check application form completeness,63702158745
89_88,Added Activity,63702158878
89_88,Check credit history,63702159562
89_88,Assess loan risk,63702159571
89_88,Assess loan risk,63702159654
89_88,Appraise property,63702160281
89_88,Added Activity,63702160518
89_88,Appraise property,63702160702
89_88,Check credit history,63702160744
89_88,Added Activity,63702160991
89_88,Assess loan risk,63702161666
89_88,Assess loan risk,63702161920
89_88,Appraise property,63702162819
89_88,Assess eligibility,63702163463
89_88,Check credit history,63702164547
89_88,Prepare acceptance pack,63702165148
89_88,Assess loan risk,63702167470
89_88,Check if home insurance quote is requested,63702169806
89_88,Send acceptance pack,63702170127
89_88,Assess loan risk,63702171582
89_88,Verify repayment agreement,63702172065
89_88,Approve application,63702173660
89_88,Loan application approved,63702173660
231_89,Loan application received,63711772200
231_89,Check application form completeness,63711772331
231_89,Added Activity,63711772578
231_89,Assess loan risk,63711773269
231_89,Check credit history,63711773328
231_89,Assess loan risk,63711831637
231_89,Appraise property,63711832738
231_89,Assess eligibility,63711833600
231_89,Reject application,63711834633
231_89,Loan application rejected,63711834633
24_90,Loan application received,63697762800
24_90,Check application form completeness,63697763151
24_90,Added Activity,63697763814
24_90,Check credit history,63697765586
24_90,Assess loan risk,63697766519
24_90,Assess loan risk,63697767189
24_90,Appraise property,63697767992
24_90,Assess eligibility,63697768551
24_90,Reject application,63697770694
24_90,Loan application rejected,63697770694
210_91,Loan application received,63710452800
210_91,Check application form completeness,63710454260
210_91,Added Activity,63710454336
210_91,Assess loan risk,63710454708
210_91,Check credit history,63710455427
210_91,Assess loan risk,63710456778
210_91,Appraise property,63710458975
210_91,Assess eligibility,63710459078
210_91,Reject application,63710460277
210_91,Loan application rejected,63710460277
87_92,Loan application received,63702009000
87_92,Check application form completeness,63702009418
87_92,Check credit history,63702009592
87_92,Added Activity,63702009686
87_92,Assess loan risk,63702010588
87_92,Assess loan risk,63702069576
87_92,Appraise property,63702070520
87_92,Check credit history,63702071052
87_92,Assess loan risk,63702071585
87_92,Added Activity,63702072650
87_92,Appraise property,63702072809
87_92,Assess eligibility,63702073082
87_92,Assess loan risk,63702073391
87_92,Reject application,63702074686
87_92,Loan application rejected,63702074686
45_93,Loan application received,63699139800
45_93,Check application form completeness,63699142077
45_93,Check credit history,63699143127
45_93,Added Activity,63699144511
45_93,Assess loan risk,63699146769
45_93,Appraise property,63699146818
45_93,Check credit history,63699147974
45_93,Added Activity,63699148558
45_93,Assess loan risk,63699148586
45_93,Assess loan risk,63699149377
45_93,Appraise property,63699152063
45_93,Assess loan risk,63699156223
45_93,Assess eligibility,63699156240
45_93,Reject application,63699158669
45_93,Loan application rejected,63699158669
66_94,Loan application received,63700689600
66_94,Check application form completeness,63700691933
66_94,Added Activity,63700692616
66_94,Assess loan risk,63700692808
66_94,Appraise property,63700693561
66_94,Check credit history,63700693714
66_94,Assess eligibility,63700693834
66_94,Assess loan risk,63700694449
66_94,Prepare acceptance pack,63700695135
66_94,Check if home insurance quote is requested,63700700027
66_94,Send acceptance pack,63700700207
66_94,Verify repayment agreement,63700703876
66_94,Approve application,63700704995
66_94,Loan application approved,63700704995
85_95,Loan application received,63701919000
85_95,Check application form completeness,63701920251
85_95,Check credit history,63701920352
85_95,Assess loan risk,63701983569
85_95,Added Activity,63701986217
85_95,Appraise property,63701986610
85_95,Assess loan risk,63701989002
85_95,Check credit history,63701989029
85_95,Assess loan risk,63701990815
85_95,Added Activity,63701992039
85_95,Appraise property,63701993161
85_95,Added Activity,63701994221
85_95,Assess loan risk,63701995414
85_95,Appraise property,63701995447
85_95,Check credit history,63701995484
85_95,Assess loan risk,63701995536
85_95,Check credit history,63701997045
85_95,Assess loan risk,63701997759
85_95,Assess loan risk,63701997921
85_95,Added Activity,63701998211
85_95,Appraise property,63701998999
85_95,Assess eligibility,63702000008
85_95,Assess loan risk,63702000396
85_95,Reject application,63702001013
85_95,Loan application rejected,63702001013
43_96,Loan application received,63699049800
43_96,Check application form completeness,63699051436
43_96,Check credit history,63699052020
43_96,Assess loan risk,63699053191
43_96,Added Activity,63699055598
43_96,Assess loan risk,63699056276
43_96,Appraise property,63699056664
43_96,Assess eligibility,63699058046
43_96,Reject application,63699063878
43_96,Loan application rejected,63699063878
20_97,Loan application received,63697582800
20_97,Check application form completeness,63697583523
20_97,Check credit history,63697586144
20_97,Added Activity,63697587626
20_97,Assess loan risk,63697587989
20_97,Appraise property,63697588409
20_97,Check credit history,63697588973
20_97,Assess loan risk,63697589584
20_97,Assess loan risk,63697590892
20_97,Added Activity,63697591093
20_97,Assess loan risk,63697592568
20_97,Appraise property,63697594835
20_97,Assess eligibility,63697595079
20_97,Reject application,63697595668
20_97,Loan application rejected,63697595668
22_98,Loan application received,63697672800
22_98,Check application form completeness,63697675463
22_98,Added Activity,63697675499
22_98,Check credit history,63697675697
22_98,Assess loan risk,63697676027
22_98,Assess loan risk,63697676555
22_98,Appraise property,63697678605
22_98,Added Activity,63697679204
22_98,Appraise property,63697679548
22_98,Assess loan risk,63697679574
22_98,Assess eligibility,63697680034
22_98,Reject application,63697680188
22_98,Loan application rejected,63697680188
22_98,Check credit history,63697681746
22_98,Assess loan risk,63697683239
135_99,Loan application received,63705205800
135_99,Check application form completeness,63705439707
135_99,Added Activity,63705440162
135_99,Assess loan risk,63705441157
135_99,Appraise property,63705442577
135_99,Added Activity,63705443183
135_99,Check credit history,63705443329
135_99,Assess loan risk,63705444182
135_99,Check credit history,63705444199
135_99,Assess loan risk,63705444428
135_99,Assess loan risk,63705444955
135_99,Appraise property,63705444998
135_99,Check credit history,63705445096
135_99,Added Activity,63705445235
135_99,Assess loan risk,63705445258
135_99,Appraise property,63705446735
135_99,Check credit history,63705446988
135_99,Assess loan risk,63705447025
135_99,Added Activity,63705447399
135_99,Appraise property,63705447627
135_99,Assess loan risk,63705447640
135_99,Assess loan risk,63705448908
135_99,Assess eligibility,63705449549
135_99,Reject application,63705456939
135_99,Loan application rejected,63705456939
64_100,Loan application received,63700369200
64_100,Check application form completeness,63700600034
64_100,Check credit history,63700601411
64_100,Assess loan risk,63700602080
64_100,Added Activity,63700605221
64_100,Appraise property,63700605463
64_100,Check credit history,63700606172
64_100,Assess loan risk,63700607341
64_100,Added Activity,63700608365
64_100,Assess loan risk,63700608989
64_100,Assess loan risk,63700611299
64_100,Appraise property,63700611957
64_100,Assess eligibility,63700613327
64_100,Prepare acceptance pack,63700614585
64_100,Check if home insurance quote is requested,63700615923
64_100,Send acceptance pack,63700616076
64_100,Verify repayment agreement,63700616398
64_100,Approve application,63700617844
64_100,Loan application approved,63700617844
114_101,Loan application received,63703886400
114_101,Check application form completeness,63703886694
114_101,Added Activity,63703886768
114_101,Check credit history,63703887351
114_101,Assess loan risk,63703889799
114_101,Appraise property,63703890997
114_101,Check credit history,63703892408
114_101,Assess loan risk,63703893375
114_101,Assess loan risk,63703893781
114_101,Added Activity,63703895472
114_101,Appraise property,63703897444
114_101,Check credit history,63703898615
114_101,Assess loan risk,63703899412
114_101,Assess loan risk,63703899813
114_101,Added Activity,63703901639
114_101,Appraise property,63703903291
114_101,Assess loan risk,63703904056
114_101,Assess eligibility,63703904381
114_101,Prepare acceptance pack,63703905876
114_101,Check if home insurance quote is requested,63703910218
114_101,Send home insurance quote,63703972128
114_101,Verify repayment agreement,63703976468
114_101,Approve application,63703979722
114_101,Loan application approved,63703979722
218_102,Loan application received,63710985600
218_102,Check application form completeness,63710985739
218_102,Added Activity,63710987128
